index,City,Date,Card Type,Exp Type,Gender,Amount
14317,"Buxar, India",2019-03-15,Silver,Fuel,F,92816.0
14318,"Jhansi, India",2019-08-10,Platinum,Entertainment,F,142857.0
14319,"Panna, India",2019-05-19,Gold,Bills,M,89751.0
14320,"Naidupet, India",2019-05-10,Platinum,Entertainment,F,93227.0
14321,"Repalle, India",2020-06-05,Gold,Bills,F,116324.0
14322,"Terdal, India",2019-11-16,Silver,Bills,F,64570.0
14323,"Loni, India",2019-01-08,Platinum,Food,F,221360.0
14324,"Limbdi, India",2020-01-14,Signature,Bills,M,259459.0
14325,"Tadpatri, India",2019-08-06,Gold,Bills,M,241272.0
14326,"Mangrol, India",2019-05-11,Platinum,Entertainment,M,90232.0
14327,"Shrirampur, India",2019-03-15,Platinum,Bills,M,
14328,"Ladwa, India",2019-05-16,Signature,Fuel,M,270377.0
14329,"Mangrulpir, India",,Gold,Grocery,M,285074.0
14330,"Nuzvid, India",2019-02-12,Gold,Fuel,F,51232.0
14331,"Thakurdwara, India",2019-03-17,Gold,Entertainment,F,173349.0
14332,"Sihor, India",2019-04-26,Gold,Grocery,F,241588.0
14333,"Hubli-Dharwad, India",2019-05-25,Gold,Grocery,M,20455.0
14334,"Jagtial, India",2020-02-10,Silver,Grocery,M,135497.0
14335,"Baleshwar Town, India",2020-07-06,Gold,Food,M,169680.0
14336,"Sadulpur, India",2019-03-20,Platinum,Fuel,M,254054.0
14337,"Sheikhpura, India",2019-11-27,Silver,Grocery,M,13165.0
14338,"Perumbavoor, India",2019-03-14,Platinum,Bills,F,
14339,"Dharmavaram, India",2019-04-11,Signature,Fuel,F,188372.0
14340,,2019-01-16,Platinum,Fuel,F,174890.0
14341,"Bikaner, India",2020-10-16,Signature,Grocery,M,
14342,"Arambagh, India",2020-02-26,Platinum,Food,M,286347.0
14343,"Sibsagar, India",2020-10-19,Silver,Grocery,M,167193.0
14344,"Bhagalpur, India",2020-07-03,Gold,Fuel,F,
14345,"Deesa, India",2019-03-28,Silver,Entertainment,F,209664.0
14346,"Tumkur, India",2019-04-05,Gold,Grocery,M,155300.0
14347,"Maddur, India",2019-03-29,Gold,Entertainment,F,55831.0
14348,"Pasan, India",2020-12-21,Silver,Entertainment,F,47218.0
14349,"Sagar, India",2020-09-03,Gold,Grocery,F,
14350,"Raipur, India",2019-05-24,Silver,Grocery,F,69427.0
14351,,2019-12-26,Platinum,Fuel,F,138408.0
14352,"Navsari, India",2019-04-08,Silver,Bills,F,133999.0
14353,"Jangaon, India",2020-01-02,Gold,Grocery,F,291910.0
14354,"Bhubaneswar, India",2020-04-02,Signature,Fuel,M,168650.0
14355,"Sankari, India",2019-10-02,Signature,Food,F,289935.0
14356,"Muzaffarpur, India",2019-12-17,Signature,Bills,F,218014.0
14357,,2020-02-21,Platinum,Grocery,F,155934.0
14358,"Bokaro Steel City, India",2020-03-10,Gold,Grocery,M,
14359,"Sivaganga, India",2020-03-30,Signature,Food,F,
14360,"Bharuch, India",2020-01-19,Gold,Bills,F,127042.0
14361,"Surat, India",2020-04-19,Platinum,Grocery,M,268235.0
14362,"Sundargarh, India",2020-10-30,Platinum,Grocery,M,130997.0
14363,"Raver, India",2019-03-01,Silver,Fuel,M,200518.0
14364,"Kurnool, India",2019-02-11,Silver,Fuel,F,171102.0
14365,"Barbil, India",2019-01-16,Platinum,Grocery,F,240601.0
14366,"Chilakaluripet, India",2020-07-30,Gold,Entertainment,F,164363.0
14367,"Sanand, India",2019-09-03,Gold,Grocery,M,167274.0
14368,"Sailu, India",2020-12-25,Gold,Bills,F,52135.0
14369,"Puliyankudi, India",2020-04-13,Gold,Bills,M,38254.0
14370,"Umbergaon, India",2020-12-20,Silver,Entertainment,F,147905.0
14371,"Pandhurna, India",2019-04-22,Platinum,Bills,M,274929.0
14372,"Periyakulam, India",2019-05-03,Platinum,Bills,M,292496.0
14373,,2020-08-19,Platinum,Food,M,148211.0
14374,"Washim, India",2020-11-12,Gold,Entertainment,F,116562.0
14375,"Shrigonda, India",2020-06-09,Silver,Bills,M,153126.0
14376,"Sangli, India",,Silver,Entertainment,F,46131.0
14377,"Vasai-Virar, India",,Platinum,Fuel,F,113106.0
14378,"Sidlaghatta, India",2019-11-03,Signature,Food,F,14639.0
14379,"Jorhat, India",2020-04-07,Silver,Grocery,F,83167.0
14380,"Diphu, India",2019-10-17,Gold,Entertainment,F,169151.0
14381,"Tilhar, India",2020-12-02,Platinum,Fuel,M,259848.0
14382,"Dehradun, India",2020-01-31,Gold,Fuel,F,48156.0
14383,"Kayamkulam, India",,Platinum,Food,M,120039.0
14384,"Lalsot, India",2020-03-02,Platinum,Food,M,97767.0
14385,"Gokak, India",2020-03-28,Signature,Bills,M,5566.0
14386,"Panipat, India",2020-06-06,Gold,Fuel,F,
14387,"Loni, India",2020-08-14,Signature,Food,F,121220.0
14388,"Hazaribag, India",2019-02-19,Silver,Grocery,M,137433.0
14389,"Paschim Punropara, India",2020-05-10,Signature,Grocery,M,197826.0
14390,,2019-01-08,Signature,Entertainment,F,195077.0
14391,"Neyveli (TS), India",2020-09-04,Platinum,Fuel,F,286979.0
14392,"Usilampatti, India",2019-05-18,Platinum,Grocery,M,76856.0
14393,"Sidhi, India",2020-01-21,Signature,Food,F,261718.0
14394,"Rohtak, India",2020-08-15,Gold,Grocery,M,292106.0
14395,"Kendrapara, India",2019-02-06,Platinum,Fuel,M,173484.0
14396,"Panruti, India",2020-07-01,Signature,Food,M,130680.0
14397,"Phagwara, India",2019-12-14,Platinum,Fuel,F,107822.0
14398,"Ambikapur, India",2019-04-25,Gold,Fuel,F,187766.0
14399,"Tilhar, India",2019-04-10,Platinum,Fuel,F,237621.0
14400,"Shikohabad, India",2019-04-08,Platinum,Grocery,F,289315.0
14401,"Mahalingapura, India",2020-03-21,Gold,Grocery,M,79643.0
14402,"Saunda, India",2020-04-13,Silver,Fuel,M,242361.0
14403,"Ratnagiri, India",2019-05-18,Silver,Fuel,F,199825.0
14404,"Vijayapura, India",2019-12-20,Signature,Fuel,F,64450.0
14405,"Shrigonda, India",2020-08-06,Silver,Grocery,F,134268.0
14406,"Chennai, India",2020-01-13,Signature,Food,F,107874.0
14407,"Farooqnagar, India",,Signature,Food,M,138942.0
14408,"Kodungallur, India",2020-09-16,Platinum,Entertainment,F,209764.0
14409,"Paravoor, India",2020-03-31,Silver,Fuel,M,281476.0
14410,"Uchgaon, India",2019-01-01,Silver,Bills,M,166821.0
14411,"Kayamkulam, India",2019-11-26,Gold,Food,F,202863.0
14412,"Renukoot, India",2020-02-17,Silver,Fuel,F,
14413,"Guntur, India",2019-02-10,Platinum,Bills,F,64405.0
14414,"Nizamabad, India",2020-11-11,Gold,Entertainment,M,
14415,,2020-08-18,Platinum,Food,F,248500.0
14416,"Tenkasi, India",2019-02-10,Platinum,Food,M,
14417,"Bhilwara, India",2019-02-26,Gold,Fuel,M,211785.0
14418,"Karimnagar, India",,Silver,Fuel,F,113243.0
14419,"Bodhan, India",2019-03-11,Gold,Food,F,188220.0
14420,"Punch, India",2019-05-01,Gold,Entertainment,F,164255.0
14421,"Shamsabad Agra, India",2019-03-20,Gold,Food,F,128070.0
14422,"Rajula, India",2020-09-12,Gold,Entertainment,F,255526.0
14423,"Paravoor, India",,Silver,Grocery,F,65478.0
14424,"Bankura, India",2020-10-10,Signature,Food,M,228038.0
14425,"Khanna, India",2020-12-13,Silver,Fuel,F,122336.0
14426,"Manglaur, India",2020-10-01,Silver,Fuel,M,290584.0
14427,"Gokak, India",2020-09-16,Silver,Food,M,34423.0
14428,"Periyakulam, India",2019-11-04,Signature,Entertainment,M,276243.0
14429,"Rae Bareli, India",2020-10-23,Platinum,Fuel,F,221637.0
14430,"Khair, India",2019-05-26,Platinum,Grocery,M,247887.0
14431,"Madikeri, India",2019-05-05,Silver,Food,F,14510.0
14432,"Udgir, India",2019-10-31,Signature,Entertainment,F,242953.0
14433,,2019-04-26,Silver,Grocery,M,101024.0
14434,"Shahbad, India",2019-11-28,Signature,Bills,M,129297.0
14435,"Nowgong, India",2019-03-29,Gold,Fuel,F,128380.0
14436,"Robertsganj, India",2019-09-07,Gold,Food,M,137183.0
14437,"Kalpi, India",2020-02-08,Signature,Fuel,M,37778.0
14438,"Risod, India",2019-03-30,Silver,Entertainment,F,285653.0
14439,"Mainaguri, India",,Gold,Entertainment,M,234579.0
14440,"Kaithal, India",2020-03-12,Gold,Bills,F,10418.0
14441,"Sidhpur, India",2019-11-12,Gold,Fuel,M,
14442,,,Silver,Bills,F,270652.0
14443,"Kolar, India",2020-07-21,Platinum,Fuel,F,
14444,"Manmad, India",,Signature,Grocery,F,234400.0
14445,"Erode, India",2020-01-10,Gold,Food,F,58448.0
14446,,2020-07-14,Signature,Food,M,249871.0
14447,"Afzalpur, India",,Platinum,Entertainment,M,64737.0
14448,"Uchgaon, India",,Signature,Fuel,F,83816.0
14449,"Deoghar, India",2020-10-28,Gold,Grocery,M,63821.0
14450,"Nadbai, India",2020-12-25,Silver,Food,M,12984.0
14451,"Cherthala, India",2019-12-17,Platinum,Food,M,169669.0
14452,"Rudrapur, India",2020-08-27,Gold,Entertainment,F,187285.0
14453,"Dharmanagar, India",2019-11-01,Platinum,Entertainment,M,
14454,"Kalpi, India",2020-05-15,Gold,Fuel,F,283088.0
14455,,2019-04-17,Signature,Entertainment,M,79224.0
14456,"Viramgam, India",2019-05-11,Silver,Bills,M,240489.0
14457,"Panipat, India",2019-03-11,Gold,Fuel,F,
14458,"Bathinda, India",2020-04-27,Signature,Grocery,M,130745.0
14459,,2019-10-27,Silver,Fuel,F,95712.0
14460,,2020-12-12,Platinum,Entertainment,M,138430.0
14461,"Lal Gopalganj Nindaura, India",2020-02-10,Gold,Bills,M,73196.0
14462,"Visakhapatnam, India",2020-12-28,Signature,Grocery,M,112931.0
14463,"Sidhpur, India",2019-10-18,Platinum,Bills,F,262227.0
14464,"Palwancha, India",2020-05-08,Silver,Food,F,61957.0
14465,"Mangrulpir, India",2019-07-06,Silver,Grocery,F,188908.0
14466,"Perambalur, India",2020-03-24,Signature,Fuel,M,50023.0
14467,"Kurnool, India",2020-04-25,Platinum,Fuel,M,241011.0
14468,"Parli, India",2019-02-12,Silver,Grocery,M,152741.0
14469,"Rayagada, India",2019-09-09,Gold,Fuel,F,113126.0
14470,"Jatani, India",,Signature,Grocery,F,162425.0
14471,"Koyilandy, India",2020-12-09,Signature,Entertainment,M,222002.0
14472,"Manwath, India",,Silver,Bills,F,144855.0
14473,,2019-04-15,Platinum,Fuel,M,
14474,"Aurangabad, India",2019-03-09,Silver,Grocery,M,81022.0
14475,"Sardarshahar, India",2019-07-20,Signature,Entertainment,M,100856.0
14476,"Rajakhera, India",2019-03-14,Platinum,Bills,M,186932.0
14477,"Rajahmundry, India",2020-06-06,Platinum,Fuel,F,46600.0
14478,"Sojat, India",2019-11-15,Gold,Fuel,F,7031.0
14479,"Phusro, India",2020-01-07,Signature,Bills,M,37468.0
14480,,2019-11-11,Signature,Bills,M,22439.0
14481,"Noida, India",2019-08-24,Signature,Grocery,M,107903.0
14482,"Nedumangad, India",2020-06-10,Signature,Food,F,260176.0
14483,"Tharad, India",2019-11-08,Signature,Grocery,M,209900.0
14484,,2020-06-08,Gold,Entertainment,M,245534.0
14485,,2020-07-28,Signature,Grocery,F,232943.0
14486,,2019-06-23,Platinum,Bills,F,233023.0
14487,"Jagraon, India",2020-01-20,Gold,Bills,F,196646.0
14488,"Ramanathapuram, India",2020-02-10,Platinum,Food,M,40774.0
14489,"Batala, India",2020-10-11,Signature,Grocery,F,216392.0
14490,"Machilipatnam, India",2019-03-13,Platinum,Bills,M,203194.0
14491,"Yellandu, India",2019-03-06,Silver,Fuel,F,71073.0
14492,"Suar, India",2019-02-18,Signature,Food,F,32848.0
14493,"Mudalagi, India",2020-07-09,Silver,Fuel,M,122173.0
14494,"Bengaluru, India",2019-02-20,Gold,Food,M,
14495,"Mahnar Bazar, India",2020-05-16,Signature,Bills,F,242549.0
14496,"Pusad, India",2019-03-21,Silver,Food,M,283421.0
14497,"Seoni, India",2020-05-19,Silver,Food,M,139712.0
14498,"Vyara, India",2019-03-04,Platinum,Grocery,M,127781.0
14499,"Patiala, India",,Gold,Grocery,F,207602.0
14500,"Madurai, India",2020-03-27,Signature,Entertainment,M,289594.0
14501,,2019-06-26,Gold,Entertainment,M,129530.0
14502,"Kot Kapura, India",2019-02-18,Silver,Bills,F,262825.0
14503,"Visnagar, India",2020-08-03,Gold,Entertainment,F,
14504,"Ranaghat, India",2019-03-10,Platinum,Food,F,66072.0
14505,"Nawabganj, India",2019-09-12,Platinum,Entertainment,F,
14506,"Pehowa, India",2019-12-27,Platinum,Fuel,M,82438.0
14507,"Nagaur, India",2019-01-14,Platinum,Entertainment,M,295725.0
14508,"Nagapattinam, India",2020-02-23,Silver,Bills,F,283198.0
14509,"Bheemunipatnam, India",2019-03-23,Gold,Bills,M,84402.0
14510,"Panipat, India",,Silver,Bills,M,219394.0
14511,"Gokak, India",,Platinum,Food,F,162171.0
14512,"Pehowa, India",2020-10-09,Silver,Food,F,21420.0
14513,"Chennai, India",2020-06-22,Gold,Bills,M,205841.0
14514,"Kottayam, India",2019-01-07,Gold,Grocery,M,236686.0
14515,"Tarn Taran, India",2019-06-09,Gold,Fuel,M,73860.0
14516,"Makhdumpur, India",2019-07-04,Silver,Bills,F,267527.0
14517,"Perumbavoor, India",2019-03-30,Platinum,Grocery,M,181262.0
14518,"Sattur, India",2019-10-25,Signature,Bills,F,213837.0
14519,"Nashik, India",,Gold,Bills,M,114458.0
14520,"Faridabad, India",2020-10-29,Platinum,Bills,M,296249.0
14521,"Shamsabad Agra, India",2020-12-05,Platinum,Entertainment,F,54913.0
14522,"Warora, India",2019-04-27,Silver,Entertainment,F,79386.0
14523,"Ladwa, India",2019-09-30,Gold,Grocery,M,121105.0
14524,"Pavagada, India",,Platinum,Grocery,F,182646.0
14525,"Morshi, India",2019-03-27,Platinum,Food,F,39986.0
14526,"Anjangaon, India",,Platinum,Food,M,246746.0
14527,"Sattenapalle, India",2020-10-12,Silver,Grocery,M,62725.0
14528,"Paravoor, India",2019-07-21,Gold,Fuel,M,
14529,"Naidupet, India",,Signature,Bills,M,24634.0
14530,"Sainthia, India",2019-01-05,Silver,Grocery,F,1340.0
14531,"Hisar, India",2019-12-08,Silver,Fuel,F,210532.0
14532,"Shujalpur, India",2020-09-08,Silver,Grocery,M,106714.0
14533,"North Lakhimpur, India",2020-03-30,Silver,Bills,M,200339.0
14534,"Kaithal, India",2020-01-11,Signature,Entertainment,F,196704.0
14535,"Vijayapura, India",2019-04-30,Platinum,Bills,F,265596.0
14536,"Hansi, India",2020-10-05,Gold,Grocery,M,79974.0
14537,"Chittur-Thathamangalam, India",2019-04-05,Gold,Fuel,F,82716.0
14538,"Karur, India",2019-11-14,Gold,Fuel,F,246770.0
14539,"Manwath, India",,Platinum,Bills,F,118765.0
14540,"Muddebihal, India",2019-02-27,Silver,Fuel,M,42266.0
14541,"Belagavi, India",2020-06-03,Silver,Bills,F,221631.0
14542,"Pipariya, India",2020-07-13,Signature,Grocery,M,283298.0
14543,"Sikandra Rao, India",2020-10-26,Silver,Bills,M,226318.0
14544,"Sasaram, India",2020-11-12,Silver,Entertainment,M,123376.0
14545,"Talaja, India",2020-10-08,Gold,Fuel,F,33623.0
14546,"Srinagar, India",2019-09-20,Gold,Fuel,M,100822.0
14547,"Sanduru, India",2020-11-25,Platinum,Fuel,F,280124.0
14548,"Nainital, India",2020-12-30,Signature,Grocery,F,296420.0
14549,"Chandausi, India",2019-01-20,Platinum,Entertainment,F,33642.0
14550,"Palasa Kasibugga, India",2019-01-02,Gold,Bills,F,117321.0
14551,"Kamareddy, India",2019-12-25,Platinum,Grocery,F,14631.0
14552,"Morshi, India",2020-10-17,Gold,Bills,M,223318.0
14553,"Jamui, India",2019-04-20,Silver,Food,F,30696.0
14554,"Madanapalle, India",2020-05-09,Platinum,Fuel,F,53036.0
14555,"Thakurdwara, India",2019-01-04,Platinum,Fuel,F,251416.0
14556,"Rayachoti, India",2020-03-07,Signature,Food,M,161533.0
14557,"Sankarankoil, India",2020-08-11,Signature,Fuel,M,197840.0
14558,"Murtijapur, India",2019-06-20,Silver,Grocery,F,215413.0
14559,,2020-06-24,Signature,Food,M,178108.0
14560,"Wai, India",2020-05-04,Platinum,Grocery,F,26551.0
14561,"Savarkundla, India",2019-11-04,Signature,Bills,M,84088.0
14562,"Agra, India",,Platinum,Grocery,M,129754.0
14563,"Alappuzha, India",2020-02-09,Silver,Fuel,F,106779.0
14564,"Nadiad, India",2019-11-23,Gold,Grocery,F,275387.0
14565,"Pattamundai, India",2020-10-13,Signature,Bills,F,288565.0
14566,"Nedumangad, India",2019-04-02,Signature,Fuel,M,249394.0
14567,"Zirakpur, India",2019-12-08,Platinum,Food,M,175566.0
14568,"Suar, India",2020-08-15,Silver,Food,F,163463.0
14569,"Thiruvarur, India",2019-10-30,Silver,Entertainment,M,108301.0
14570,"Sangrur, India",2019-05-19,Gold,Grocery,M,235663.0
14571,"Rawatbhata, India",2019-09-25,Signature,Food,F,204552.0
14572,"Sunabeda, India",2020-11-23,Silver,Grocery,M,211414.0
14573,"Udgir, India",2020-12-03,Platinum,Bills,F,258693.0
14574,,2019-11-23,Signature,Bills,F,69203.0
14575,"Jodhpur, India",2019-04-16,Gold,Entertainment,F,189993.0
14576,"New Delhi, India",,Signature,Bills,M,49226.0
14577,"Pandharpur, India",2020-01-15,Platinum,Bills,F,235887.0
14578,"Memari, India",2019-02-03,Platinum,Fuel,F,2181.0
14579,"Sohna, India",2020-11-06,Signature,Food,F,21442.0
14580,"Sirhind Fatehgarh Sahib, India",2019-12-09,Signature,Grocery,F,102279.0
14581,"Diphu, India",2019-12-27,Silver,Fuel,F,51360.0
14582,"Ramachandrapuram, India",2020-10-25,Platinum,Food,M,87659.0
14583,"Ratangarh, India",2019-04-21,Silver,Entertainment,M,258811.0
14584,"Samastipur, India",2019-10-17,Silver,Entertainment,M,140601.0
14585,"Anand, India",2020-09-10,Gold,Fuel,F,179683.0
14586,"Thanesar, India",2019-06-18,Signature,Grocery,M,88333.0
14587,"Padrauna, India",,Gold,Grocery,F,84633.0
14588,"Lunglei, India",2019-01-19,Platinum,Entertainment,F,258010.0
14589,"Mansa, India",2020-12-25,Signature,Grocery,F,166766.0
14590,"Jamnagar, India",2020-03-06,Silver,Bills,M,277812.0
14591,"Puranpur, India",2019-12-28,Signature,Fuel,F,298518.0
14592,"Kalyan-Dombivali, India",2020-01-26,Gold,Bills,M,99393.0
14593,"Nabadwip, India",2019-07-18,Silver,Grocery,M,197970.0
14594,"Makhdumpur, India",2020-03-23,Silver,Food,F,172192.0
14595,"English Bazar, India",2020-07-25,Platinum,Entertainment,F,202514.0
14596,"Yawal, India",2020-10-03,Signature,Fuel,M,149470.0
14597,"Singrauli, India",2020-03-26,Signature,Food,M,261308.0
14598,"Puttur, India",2020-01-30,Platinum,Grocery,F,36571.0
14599,"Adityapur, India",2019-09-17,Gold,Fuel,M,50289.0
14600,"Panipat, India",2020-09-13,Gold,Bills,M,179588.0
14601,"Srinagar, India",2020-11-16,Platinum,Entertainment,M,212337.0
14602,"Thiruvallur, India",2019-10-18,Gold,Food,M,113190.0
14603,"Thiruvarur, India",2019-08-31,Silver,Food,F,287032.0
14604,"Nuzvid, India",2020-01-12,Silver,Fuel,F,207842.0
14605,"Kannur, India",2020-02-01,Platinum,Grocery,F,184210.0
14606,"Shamsabad Agra, India",2019-03-26,Gold,Food,M,44006.0
14607,"Pithampur, India",2020-02-19,Gold,Grocery,F,4767.0
14608,"Padrauna, India",2019-04-20,Gold,Fuel,F,249392.0
14609,"Manavadar, India",2019-08-11,Platinum,Fuel,F,227282.0
14610,,2020-08-10,Silver,Entertainment,F,218922.0
14611,"Tharamangalam, India",2019-02-06,Silver,Food,M,32233.0
14612,"Ambejogai, India",,Platinum,Food,F,170460.0
14613,"Adoni, India",2019-01-25,Platinum,Grocery,F,40082.0
14614,,2019-05-17,Signature,Food,M,
14615,"Dumka, India",2020-01-25,Signature,Entertainment,F,119971.0
14616,"Tasgaon, India",2019-12-22,Silver,Fuel,M,111456.0
14617,"Marmagao, India",2019-12-28,Silver,Entertainment,M,37367.0
14618,"Shahpur, India",2019-12-18,Silver,Food,M,287863.0
14619,"Lucknow, India",2020-03-03,Silver,Fuel,M,218209.0
14620,"Arakkonam, India",,Signature,Bills,M,52379.0
14621,"Anantnag, India",2019-12-22,Platinum,Entertainment,M,54854.0
14622,"Bhubaneswar, India",2019-02-24,Signature,Bills,M,127551.0
14623,"Palladam, India",2020-12-20,Signature,Fuel,M,222666.0
14624,,,Platinum,Fuel,M,
14625,"Ajmer, India",2019-02-27,Gold,Entertainment,F,
14626,"Narnaul, India",2020-05-14,Platinum,Fuel,M,234695.0
14627,"Amravati, India",2020-04-18,Signature,Entertainment,F,95597.0
14628,"Ujjain, India",2020-03-18,Signature,Food,M,198852.0
14629,"Sattenapalle, India",2019-03-24,Gold,Fuel,M,93504.0
14630,"Raayachuru, India",2019-08-09,Silver,Bills,M,184037.0
14631,"Raurkela, India",2020-07-31,Silver,Fuel,F,
14632,"Sojat, India",2020-12-25,Gold,Entertainment,M,143997.0
14633,"Periyasemur, India",2020-04-07,Platinum,Entertainment,F,281029.0
14634,"Sindhnur, India",2020-11-18,Signature,Grocery,F,116771.0
14635,"Vikarabad, India",,Platinum,Entertainment,F,236961.0
14636,"Gurdaspur, India",2020-04-02,Platinum,Food,F,70194.0
14637,"Satana, India",2019-11-04,Gold,Food,F,227231.0
14638,"Shrirampur, India",2020-03-26,Gold,Food,M,161994.0
14639,"Jagraon, India",2020-01-06,Platinum,Entertainment,F,206815.0
14640,"Tiruvannamalai, India",,Silver,Food,F,148212.0
14641,"Usilampatti, India",2019-07-10,Silver,Fuel,M,153108.0
14642,"Lakhimpur, India",2019-08-26,Signature,Food,M,285821.0
14643,"Tilda Newra, India",2019-02-20,Signature,Fuel,F,
14644,"Naila Janjgir, India",2019-05-30,Gold,Bills,M,
14645,"Bikaner, India",2019-10-07,Silver,Entertainment,M,291163.0
14646,,2019-04-21,Silver,Food,F,106020.0
14647,"Lanka, India",2019-09-23,Silver,Grocery,M,232973.0
14648,"Sindhnur, India",2020-08-18,Signature,Fuel,F,86748.0
14649,,2020-12-02,Gold,Bills,F,220815.0
14650,"Kasaragod, India",2019-01-15,Silver,Bills,M,104831.0
14651,"Pulgaon, India",2019-04-22,Gold,Grocery,F,282811.0
14652,"Sonepur, India",2019-02-16,Platinum,Bills,F,275517.0
14653,"Rasipuram, India",2020-12-30,Signature,Food,F,237502.0
14654,"Wardha, India",2019-03-07,Silver,Grocery,F,120853.0
14655,"Silchar, India",2019-01-09,Silver,Grocery,F,94380.0
14656,"Moga, India",2020-03-13,Platinum,Entertainment,F,139986.0
14657,"Aizawl, India",2020-10-11,Gold,Food,M,252147.0
14658,"Washim, India",2019-05-26,Signature,Fuel,F,223068.0
14659,"Perinthalmanna, India",2019-02-06,Platinum,Food,M,125118.0
14660,"Nainital, India",,Gold,Fuel,F,249113.0
14661,"Amalner, India",2020-12-29,Silver,Food,F,210950.0
14662,"Jabalpur, India",2020-10-07,Signature,Entertainment,F,174318.0
14663,"Kodungallur, India",2019-02-25,Signature,Fuel,M,
14664,"Dibrugarh, India",2019-10-15,Silver,Bills,F,161448.0
14665,"Naila Janjgir, India",,Signature,Fuel,F,29136.0
14666,"Tumsar, India",2019-05-21,Silver,Bills,F,50042.0
14667,"Jatani, India",2020-11-15,Signature,Grocery,F,132923.0
14668,"Vadodara, India",2019-05-14,Signature,Bills,M,56790.0
14669,"Karnal, India",2019-05-28,Gold,Grocery,M,130363.0
14670,"Nanded-Waghala, India",2020-04-11,Signature,Grocery,M,280394.0
14671,"Amreli, India",2019-10-17,Signature,Fuel,F,68138.0
14672,"Pattamundai, India",2019-05-07,Silver,Grocery,M,30266.0
14673,"Wadgaon Road, India",2020-10-03,Signature,Bills,M,113082.0
14674,"Sherkot, India",2019-01-10,Gold,Bills,M,41956.0
14675,"Wadgaon Road, India",2020-05-09,Platinum,Bills,F,97084.0
14676,"Talegaon Dabhade, India",2020-09-06,Silver,Bills,M,224810.0
14677,"Alappuzha, India",2020-06-16,Gold,Grocery,F,148210.0
14678,"Shahbad, India",2020-03-02,Platinum,Grocery,F,47440.0
14679,"Rawatsar, India",2019-03-07,Signature,Entertainment,M,254708.0
14680,"Pusad, India",2020-04-30,Silver,Entertainment,M,99775.0
14681,"Shenkottai, India",2019-12-12,Platinum,Entertainment,M,44212.0
14682,"Ujjain, India",2020-03-20,Platinum,Fuel,F,
14683,"Nidadavole, India",2019-07-08,Silver,Bills,M,53959.0
14684,"Visnagar, India",2019-06-01,Silver,Food,M,79204.0
14685,"Tanuku, India",2019-11-12,Silver,Bills,F,7029.0
14686,"Bhadrachalam, India",2020-01-12,Signature,Fuel,M,124430.0
14687,"Nepanagar, India",2019-08-13,Silver,Food,M,
14688,"Vadipatti, India",2020-11-11,Platinum,Bills,F,61200.0
14689,"Yerraguntla, India",2019-08-27,Platinum,Bills,M,205123.0
14690,"Jamalpur, India",2020-01-15,Signature,Bills,F,239189.0
14691,"Alappuzha, India",,Silver,Grocery,F,52238.0
14692,"Robertson Pet, India",2019-06-21,Signature,Entertainment,M,28428.0
14693,"Nuzvid, India",2020-09-17,Platinum,Fuel,M,243645.0
14694,"Neyyattinkara, India",2020-01-31,Signature,Grocery,F,192628.0
14695,"Charkhi Dadri, India",2019-04-27,Signature,Food,M,244330.0
14696,"Lakheri, India",2020-02-04,Platinum,Entertainment,F,48402.0
14697,"Bathinda, India",2020-07-29,Gold,Bills,F,216647.0
14698,"Losal, India",2020-10-07,Gold,Entertainment,F,69658.0
14699,"Nizamabad, India",2019-08-05,Platinum,Fuel,F,71765.0
14700,"Mehkar, India",2019-02-05,Signature,Bills,M,52778.0
14701,"Nagaur, India",2020-02-03,Platinum,Entertainment,M,43639.0
14702,"Mangrol, India",2020-12-05,Silver,Grocery,M,207894.0
14703,"Dhanbad, India",,Silver,Food,F,227243.0
14704,"Musabani, India",,Silver,Entertainment,F,250842.0
14705,"Kollam, India",,Gold,Entertainment,F,80808.0
14706,"Mhow Cantonment, India",2019-01-02,Silver,Food,F,232168.0
14707,"Hubli-Dharwad, India",2020-11-09,Signature,Fuel,F,2492.0
14708,"Tenali, India",2019-02-16,Gold,Grocery,F,54073.0
14709,"Talcher, India",2020-02-09,Gold,Grocery,F,136955.0
14710,"Nangal, India",2019-10-23,Silver,Grocery,M,51496.0
14711,"Baripada Town, India",2019-03-12,Silver,Bills,F,
14712,"Keshod, India",2020-01-26,Platinum,Food,F,259044.0
14713,"Tuensang, India",,Platinum,Grocery,F,46694.0
14714,"Naharlagun, India",2020-08-19,Silver,Fuel,M,151093.0
14715,"Bhongir, India",,Silver,Bills,M,234346.0
14716,"Talcher, India",2019-03-20,Gold,Grocery,F,56594.0
14717,"Sambhal, India",2019-01-27,Gold,Entertainment,M,109644.0
14718,"Sehore, India",2019-07-11,Signature,Bills,M,242128.0
14719,"Patti, India",,Signature,Food,F,98774.0
14720,,2019-08-16,Signature,Bills,F,245619.0
14721,"Porsa, India",2019-02-18,Silver,Bills,F,230105.0
14722,"Sasvad, India",2019-04-05,Platinum,Grocery,F,147804.0
14723,"Kurnool, India",2019-03-18,Gold,Fuel,M,252301.0
14724,"Erode, India",2020-09-18,Silver,Entertainment,M,253944.0
14725,"Chirala, India",,Gold,Fuel,F,169300.0
14726,"Ujjain, India",2019-01-05,Silver,Food,M,69101.0
14727,"Tanda, India",2020-02-25,Gold,Bills,F,195203.0
14728,"Patan, India",2019-10-09,Silver,Fuel,F,
