index,City,Date,Card Type,Exp Type,Gender,Amount
15854,"Sitapur, India",02-Jul-20,Gold,Bills,M,101761.0
15855,"Meerut, India",08-Feb-20,Signature,Food,F,59419.0
15856,"Nabadwip, India",23-Oct-19,Platinum,Food,M,31591.0
15857,"Pathanamthitta, India",15-Oct-20,Signature,Grocery,M,249450.0
15858,"Aurangabad, India",10-Apr-19,Platinum,Grocery,M,124511.0
15859,"Shirdi, India",12-Dec-20,,Bills,M,158734.0
15860,"Ranavav, India",06-May-19,Silver,Bills,F,105398.0
15861,"Tiruvuru, Ikdia",06-Mar-19,Signature,Food,M,136939.0
15862,"Thoubal, India",,Silver,Entertainment,M,269417.0
15863,"Rajgarh (Churu), India",30-Oct-20,Silver,Entertainment,M,210214.0
15864,"Kochi, India",,Signature,Entertainment,M,203503.0
15865,"Ajmer, India",05-Feb-19,Gold,Bills,M,46815.0
15866,"Upleta, India",03-Apr-20,Signature,,M,269814.0
15867,"Shoranur, India",,Silver,Bills,,51270.0
15868,"Srinagar, India",01-Nov-19,Signature,Entertainment,M,267206.0
15869,,11-Apr-19,Signature,,M,32727.0
15870,"Utraula, India",18-Feb-20,Silver,Food,M,3173.0
15871,"Ramnagar, India",05-Oct-19,Gold,Entertainment,M,155763.0
15872,"Arsikere, India",16-May-19,Silver,,F,19122.0
15873,"Kalyan-Dombivali, India",08-May-20,Signature,Fuel,M,260521.0
15874,"Navsari, India",05-Dec-19,Signature,Grocery,F,249574.0
15875,"Jangaon, India",14-Jul-19,Silver,Food,F,302130.0
15876,"Talcher, India",29-Nov-19,Gold,Grocery,F,227327.0
15877,"Valparap, India",29-Mar-19,Gold,Food,F,
15878,"Patan, India",22-Feb-19,Gold,Fuel,F,156398.0
15879,"Mankachar, India",,Gold,Food,,192820.0
15880,"Lingsugur, India",17-Mar-20,Silver,Food,M,2228.0
15881,"Simdega, India",12-Mar-19,Platinum,Fuel,F,134294.0
15882,"Eluru, India",,Silver,Bills,M,64711.0
15883,"Shivamogga, India",31-Aug-19,Platinum,Food,F,211651.0
15884,"Kohima, India",07-May-20,Silver,Grocery,F,158001.0
15885,"Pattamundai, India",28-Jan-19,Silver,Food,M,
15886,,23-Jan-19,Gold,Entertainment,M,70971.0
15887,"Thangadh, India",12-Feb-20,Gold,Entertainment,M,257897.0
15888,"Loni, India",28-Oct-20,Silver,Entertainment,,209607.0
15889,"Jehanabad, India",,Platinum,Grocery,M,127958.0
15890,"New Delhi, India",23-Aug-19,Gold,Bills,F,173207.0
15891,"Batala, India",03-Feb-20,Signature,Bills,M,142347.0
15892,"Sugauli, India",02-Jan-19,,Grocery,F,234653.0
15893,"Amravati, India",06-Feb-20,Platinum,Grocery,F,119306.0
15894,"Rajkot, dndia",21-Aug-20,Silver,Entertainment,M,161004.0
15895,"Malkapur, India",22-Nov-19,Platinum,Bills,F,211871.0
15896,"Nidadavole, India",11-Jan-19,Platinum,Entertainment,F,221535.0
15897,"Ranibennur, India",06-Feb-19,Platinum,Entertainment,F,193300.0
15898,"Sibsagar, India",19-Mar-20,Platinum,Entertainment,F,237454.0
15899,"Malkapur, India",22-Feb-20,Signature,Entertainment,F,115692.0
15900,"Adoni, India",30-Dec-20,Signature,Entertainment,M,105302.0
15901,"Kodungallur, India",02-Dec-20,Signature,,M,
15902,"Muzaffarpur, India",29-Aug-19,Signature,Grocery,M,139854.0
15903,"Proddatur, India",02-Nov-20,Platinum,Entertainment,F,100727.0
15904,"Yanam, India",21-Nov-20,Silver,Fuel,M,221684.0
15905,"Panruti, India",19-Feb-20,Platinum,Fuel,F,132623.0
15906,"Anantnag, India",22-Jan-20,Signature,Entertainment,F,17648.0
15907,"Siwan, India",15-Feb-20,Signature,Grocery,,105959.0
15908,"Jammu, India",20-Sep-20,Gold,,F,245997.0
15909,"Jalandhar Cantt., India",06-Dec-20,Platinum,Food,F,147203.0
15910,"Phalodi, India",30-Oct-20,Platinum,Entertainment,F,249983.0
15911,"Bharuch, India",06-Jan-19,Silver,Bills,M,250416.0
15912,"Saunda, India",15-May-19,Silver,Entertainment,F,262311.0
15913,"Rajampet, India",15-May-20,Platinum,Bills,M,106591.0
15914,"Venkatagiri, India",20-Feb-20,Silver,Bills,F,14300.0
15915,"Nokha, India",,Platinum,Food,F,142041.0
15916,"Vizianagaram, India",11-Dec-19,Silver,Food,M,51922.0
15917,"Perambalur, India",31-Mar-19,Signature,Bills,M,45662.0
15918,"Rampurhat, India",09-Sep-20,Platinum,Food,F,41066.0
15919,"Jharsuguda, India",01-Dec-20,Silver,Fuel,F,140048.0
15920,"Pakaur, India",,,Fuel,F,146346.0
15921,"Naharlagun, India",,Signature,Food,F,30818.0
15922,"Palacole, India",18-May-20,Silver,Fuel,F,116188.0
15923,"Buxar, India",25-Feb-20,Gold,Grocery,M,
15924,"Parbhani, India",14-Feb-19,Signature,Fuel,M,16735.0
15925,"Rajagangapur, India",,Signature,Bills,F,40233.0
15926,"Modasa, India",15-Feb-20,Gold,Entertainment,F,102185.0
15927,"Ranibennur, India",18-Apr-20,Signature,Grocery,F,233092.0
15928,"Vapi, Indin",,Signature,Food,M,67836.0
15929,"Karwar, India",14-Jan-19,Platinum,Food,F,74724.0
15930,"Thrissur, India",09-Nov-19,Gold,Food,M,230308.0
15931,"Sivakasi, India",01-Aug-20,Signature,Bills,M,91382.0
15932,"Santipur, India",02-Oct-20,Signature,Entertainment,M,79485.0
15933,"Chittoor, India",,Gold,Food,F,12939.0
15934,"Tezpur, India",26-Feb-20,Silver,Food,F,209045.0
15935,"gernampattu, India",05-May-20,Silver,Grocery,F,
15936,"Rajapalayam, India",23-Jan-20,Platinum,Fuel,M,243167.0
15937,"Naugawan Sadat, India",27-Mar-20,Platinum,Grocery,F,93820.0
15938,"Jalandhar Cantt., India",10-May-19,Platinum,Fuel,F,181589.0
15939,"Afzalpur, India",18-May-19,Gold,Entertainment,M,11535.0
15940,"Mandla, India",14-Mar-19,Gold,Grocery,F,154990.0
15941,"Dhubri, India",03-Nov-19,Signature,Food,M,230785.0
15942,"Bahraich, India",18-Nov-19,Silver,Fuel,M,23141.0
15943,"Sindhnur, India",12-Feb-19,Silver,Bills,F,39469.0
15944,"Nawanshahr, India",17-Jan-19,Signature,Fuel,M,260865.0
15945,"Bokaro Steel City, India",19-Aug-20,Gold,,,123074.0
15946,"Sambhal, India",24-Mar-20,Signature,Entertainment,F,222190.0
15947,"New Delhi, India",08-Jan-20,Platinum,Fuel,M,23883.0
15948,"Shirur, India",29-Dec-19,Platinum,Entertainment,M,279300.0
15949,"Sangareddy, India",22-Sep-20,Signature,Bills,M,31447.0
15950,"Lakshmeshwar, India",14-Apr-20,Signature,Food,F,
15951,"Saharanpur, India",19-Jul-20,Platinum,Grocery,F,37850.0
15952,"Nokha, India",23-Apr-19,Platinum,Entertainment,F,225245.0
15953,"Virudhachalam, India",,Gold,Grocery,F,262038.0
15954,"Pratapgarh, India",26-Mar-20,Platinum,Grocery,M,158670.0
15955,"Nasirabad, India",12-Oct-20,Signature,Fuel,F,1111.0
15956,"Raisen, India",26-May-19,Signature,Fuel,M,198953.0
15957,"Raver, India",08-Jul-20,Signature,Food,,124633.0
15958,"Raver, India",30-Aug-20,Platinum,Grocery,F,105341.0
15959,"Gurgaon, India",12-Feb-19,Gold,Entertainment,M,164281.0
15960,"Manglaur, India",10-Sep-19,Platinum,Grocery,F,86165.0
15961,"Sankari, India",26-Dec-19,Signature,Entertainment,M,102642.0
15962,"Neem-Ka-Thana, India",21-Feb-20,Gold,Grocery,F,80721.0
15963,"Sihora, India",17-Apr-19,Signature,Food,M,147063.0
15964,"Marmagao, India",15-Nov-20,Gold,Food,F,248007.0
15965,"Chittur-Thathamangalam, India",,Signature,Food,M,221298.0
15966,"Aruppukkotjai, India",04-Aug-19,Silver,Fuel,M,257565.0
15967,"Gaya, India",03-Aug-19,Signature,Food,M,47997.0
15968,"Lingsugur, India",05-Oct-19,Platinum,Grocery,F,94929.0
15969,"Jehanabad, India",17-Feb-20,Gold,Grocery,F,94949.0
15970,Umretho India,29-Dec-19,Silver,Food,M,102838.0
15971,"Tirukauukundram, India",18-Aug-20,Silver,Bills,M,46990.0
15972,"Orai, India",,,Fuel,M,209736.0
15973,"Virudhachalam, India",29-May-20,Silver,,M,285286.0
15974,"Keshod, India",06-May-19,Silver,Fuel,F,10086.0
15975,"Terdal, India",04-Oct-20,Gold,Grocery,F,58847.0
15976,"Bharatpur, India",11-Aug-20,Signature,Food,F,318101.0
15977,"Jagdalpur, India",21-Jul-20,Silver,,M,183317.0
15978,"Siana, India",28-Dec-19,Signature,Grocery,F,262996.0
15979,"Hazaribag, India",15-Nov-19,Platinum,Fuel,F,230633.0
15980,"Nautanwa, India",13-Dec-20,Silver,Bills,M,233828.0
15981,,18-Jul-19,Gold,Food,M,42753.0
15982,"Amritsar, India",10-Feb-20,Silver,,F,11122.0
15983,"Srivilliputhur, India",06-Oct-20,Gold,Fuel,M,191700.0
15984,"Aurangabad, India",12-Mar-19,Silver,Fuel,F,125411.0
15985,"Bhuj, India",20-Sep-20,Signature,Food,M,166425.0
15986,"Mahe, India",23-May-19,,Entertainment,M,101726.0
15987,"Peringathur, India",26-Oct-20,Platinum,Entertainment,F,204936.0
15988,"Arvi, India",20-Apr-19,Platinum,Entertainment,M,140594.0
15989,"Jangaon, India",09-May-20,Silver,Food,F,156199.0
15990,"Nagercoil, India",07-Oct-19,Gold,Food,M,275498.0
15991,"Kaithal, India",18-Jan-19,Silver,Food,F,88073.0
15992,"Sehore, India",,Gold,Bills,M,95361.0
15993,"Vadnagar, India",12-Oct-19,Platinum,Bills,F,126327.0
15994,"Sambhal, India",31-May-20,Gold,Bills,F,109583.0
15995,"Pilibhit, India",23-Jun-20,Signature,Fuel,F,110099.0
15996,,25-Mar-20,Signature,Grocery,F,30039.0
15997,"Bhainsa, India",05-Mar-19,Gold,Bills,F,142805.0
15998,"Karaikal, India",26-May-20,Gold,Food,F,278028.0
15999,"Shahpura, India",26-Mar-19,Silver,Bills,M,55898.0
16000,"Jamui, India",04-Jan-20,Gold,Food,M,219438.0
16001,"Vadnagar, India",20-Oct-19,Signature,Food,F,264714.0
16002,"Thane, India",,Silver,Fuel,M,107661.0
16003,"Talaja, India",28-Dec-19,Signature,Entertainment,,219066.0
16004,"Dharmanagar, India",02-Jun-20,Platinum,Entertainment,M,81661.0
16005,"Raisen, India",15-Jan-20,Platinum,Grocery,F,191732.0
16006,"Sihora, India",27-May-19,Gold,Food,F,263221.0
16007,"Muktsar, India",12-Mar-20,Gold,Entertainment,M,49762.0
16008,"Pune, India",09-Jan-20,Silver,Bills,M,186798.0
16009,"Cuttack, India",15-Oct-20,Gold,Entertainment,F,
16010,"Mokokchung, India",07-Jul-19,Silver,Food,M,150264.0
16011,"Baramula, India",17-Feb-19,Silver,Grocery,F,146216.0
16012,"Kavali, India",09-Mar-19,Signature,Food,F,44982.0
16013,"Deoghar, India",29-Jan-19,Silver,Entertainment,M,89377.0
16014,"Jamalpur, India",19-Jan-19,Silver,Bills,M,273883.0
16015,"Raisen, India",09-Oct-19,Signature,Grocery,F,77971.0
16016,"Chittoor, India",18-Mar-20,Signature,Entertainment,F,
16017,"Ranipet, India",06-May-20,Silver,Grocery,M,259714.0
16018,"Nargund, India",14-May-19,Gold,Fuel,F,192446.0
16019,"Tandur, India",06-Dec-19,Platinum,Entertainment,,262588.0
16020,"Nirmal, India",10-Jul-19,Signature,Entertainment,M,204296.0
16021,"Pattukkottai, wndia",17-Feb-19,Signature,Bills,F,193363.0
16022,"Bellampalle, India",21-Nov-19,Signature,Fuel,F,280006.0
16023,"Machilipatnam, India",25-Oct-20,Signature,Fuel,M,119532.0
16024,"Rajkot, India",29-Apr-19,Platinum,Bills,F,107961.0
16025,"Yanam, India",06-Oct-19,Platinum,Bills,,297070.0
16026,"Bhadrak, India",13-May-19,Signature,Bills,M,159954.0
16027,"Terdal, India",09-Oct-19,Platinum,Grocery,F,31644.0
16028,"Lakhimpur, India",13-Apr-20,Silver,Entertainment,M,172785.0
16029,"Hindupur, India",19-Feb-19,Signature,Food,M,
16030,"Tirupathur, India",07-Feb-20,Platinum,Food,M,72521.0
16031,"Raigarh, India",18-Feb-20,Silver,Bills,F,
16032,"Madhupur, India",05-Jan-20,Signature,Entertainment,F,44743.0
16033,"Malegaon, India",11-Oct-20,Gold,,F,144906.0
16034,"Pedana, India",27-Feb-20,Signature,Grocery,F,112828.0
16035,"Malout, India",22-Mar-20,Platinum,Bills,F,18550.0
16036,"Namakkal, India",30-May-19,Platinum,Fuel,,255549.0
16037,"Ichalkaranji, India",13-Aug-20,Signature,Grocery,M,76109.0
16038,,14-Apr-20,Signature,Entertainment,M,192437.0
16039,"Palasa Kasibugga, India",21-Aug-20,Silver,Bills,M,275872.0
16040,"Wadhwan, India",16-Dec-19,Platinum,Fuel,F,44476.0
16041,"Arrah, India",,Silver,Food,F,195663.0
16042,"Zaidpur, India",25-Jun-19,Signature,Food,M,307255.0
16043,"Navi Mumbai, India",08-Jun-20,Platinum,Bills,M,29906.0
16044,"Ramanagaram, India",13-Nov-20,Gold,Fuel,F,169289.0
16045,"Itarsi, India",10-May-19,Platinum,Fuel,M,70391.0
16046,"Tandur, India",26-Nov-20,Platinum,Grocery,M,99887.0
16047,"Zira, India",26-Sep-19,Silver,Fuel,M,
16048,,29-Sep-20,Silver,Entertainment,M,172226.0
16049,,15-Feb-19,Gold,Entertainment,M,90555.0
16050,"Narasaraopet, India",08-Mar-20,Gold,Bills,M,221797.0
16051,"Srikakulam, India",04-Oct-19,Platinum,Fuel,M,46415.0
16052,"Rajahmundry, India",28-Sep-20,Platinum,,M,
16053,"Pakaur, India",17-Mar-20,Gold,Fuel,M,
16054,"Pehowa, India",05-May-19,Signature,Grocery,F,66439.0
16055,"Nawapuz, India",01-Mar-19,Signature,,F,45439.0
16056,"Ranipet, India",16-Nov-19,Platinum,Fuel,M,47905.0
16057,"Saharsa, India",07-Jul-19,Signature,Food,F,63380.0
16058,"Malerlotla, India",06-Mar-19,Signature,Grocery,F,
16059,"Bhilai Nagar, India",09-Oct-20,Platinum,Entertainment,F,40008.0
16060,"Vyara, Indio",04-Apr-19,Signature,Entertainment,F,267042.0
16061,"Gurgaon, India",,Platinum,Bills,M,127751.0
16062,"Mahnar Bazar, India",07-Sep-20,Signature,Food,F,8283.0
16063,"Bheemunipatnam, India",06-Apr-19,Silver,Food,F,13602.0
16064,"Jagdalpur, India",24-Jan-19,Gold,Bills,M,127792.0
16065,"Unnao, India",27-Jan-20,Signature,Fuel,M,253900.0
16066,"Pihani, India",05-Mar-20,Platinum,Fuel,F,75047.0
16067,"Zira, India",30-Dec-20,Gold,Bills,F,302020.0
16068,"Sizar, India",02-Jan-19,,Bills,M,61016.0
16069,"Pilibanga, India",03-Nov-19,Silver,Fuel,F,148650.0
16070,"Puttur, India",04-Oct-19,Silver,Fuel,F,139635.0
16071,"Shikohabad, India",13-Jan-19,Gold,Bills,M,88046.0
16072,"Purulia, India",04-Sep-20,Signature,Entertainment,F,43308.0
16073,"Yanam, India",,Silver,Bills,M,170507.0
16074,"Noorpur, India",31-Oct-20,Signature,Grocery,M,231163.0
16075,"Sangli, India",08-Nov-19,Silver,Fuel,F,
16076,"Ashok Nagar, India",16-Nov-20,Silver,Food,M,176695.0
16077,"Veraval, India",13-Feb-20,Gold,Entertainment,F,152990.0
16078,"Tiruttani, India",18-May-19,Silver,Entertainment,M,16880.0
16079,"Mathura, India",09-Nov-19,Silver,Grocery,M,207486.0
16080,"Satno, India",30-Jan-20,Platinum,Bills,M,137680.0
16081,"Neyveli (TS), India",,Signature,Fuel,M,240846.0
16082,"Madhubani, India",12-Jan-20,Platinum,Food,M,211714.0
16083,"Shxhpura, India",27-Nov-19,Gold,Food,M,203238.0
16084,"Valsad, India",23-Jan-19,Platinum,Bills,M,296043.0
16085,"Farooqnagar, India",14-Dec-19,Silver,Entertainment,M,5428.0
16086,"Makvana, India",17-Oct-19,Silver,Food,F,120613.0
16087,"Kagaznagar, India",13-Oct-19,Gold,Fuel,F,108744.0
16088,"Sindhagi, India",07-May-19,Platinum,,F,188962.0
16089,"Lucknow, India",18-Nov-19,Gold,Bills,M,101554.0
16090,"Nagari, India",23-May-20,Signature,Fuel,F,192296.0
16091,"Lahar, India",12-Apr-20,Gold,,M,49314.0
16092,"Raxaul Bazar, India",14-Dec-19,Signature,Bills,F,173837.0
16093,"Roorkee, India",18-Feb-20,Platinum,Entertainment,F,248370.0
16094,"Loni, India",29-Dec-19,Silver,Grocery,F,33525.0
16095,"Baharampur, India",07-Apr-20,Platinum,Grocery,M,251843.0
16096,,26-Feb-20,Silver,,F,117469.0
16097,"Pathri, India",20-Dec-19,Signature,Entertainment,M,40029.0
16098,,30-Mar-19,Silver,Food,M,105296.0
16099,"Rajampei, India",20-Sep-19,Signature,Fuel,M,226813.0
16100,"Sindhagi, India",15-May-20,Platinum,Bills,F,111452.0
16101,"Etawah, India",24-May-20,Platinum,Fuel,,93796.0
16102,"Baramula, India",04-Apr-20,Gold,Fuel,M,255833.0
16103,"Vadalur, India",28-Apr-19,Silver,Entertainment,F,247831.0
16104,"Ranchi, India",14-Nov-20,Signature,Entertainment,M,55356.0
16105,"Pilkhuwa, India",06-Oct-19,Signature,Entertainment,M,161061.0
16106,"Sivaganga,zIndia",01-Aug-19,Signature,Entertainment,F,244649.0
16107,"Pithapuram, India",,Signature,Food,M,134432.0
16108,"Bhilai Nagar, India",15-Jan-20,Signature,Fuel,M,
16109,"Sojat, India",10-Feb-20,Gold,Grocery,M,191229.0
16110,"Vasai-Virar, India",08-May-20,Signature,Food,F,278760.0
16111,"Sironj, India",30-Dec-20,Signature,Food,M,106159.0
16112,"Pithapuram, India",14-Dec-19,Signature,Entertainment,F,153796.0
16113,"Talegaon Dabhade, India",19-May-20,Platinum,Grocery,F,233255.0
16114,"Sedam, India",18-Jul-19,Silver,,M,100465.0
16115,"Mandvi, India",02-Feb-19,Platinum,Bills,M,183658.0
16116,"Kodungallur, India",15-Jan-19,Silver,,M,285385.0
16117,"Naihati, India",03-Feb-19,Gold,Entertainment,F,222296.0
16118,"Tiptur, India",08-Mar-19,Silver,Food,F,128486.0
16119,"Rajpura, Indit",26-Oct-20,Silver,Food,,96484.0
16120,"Mandya, India",,Platinum,Grocery,F,258074.0
16121,"Nowgong, India",14-Jun-19,Silver,Fuel,F,156973.0
16122,"Shivpuri, India",24-May-19,Gold,Food,M,277281.0
16123,"Suar, India",20-Oct-19,Gold,Fuel,F,3168.0
16124,"Swttur, India",01-Jun-20,Gold,Entertainment,F,170275.0
16125,"Sheopur, India",31-Oct-19,Gold,Bills,F,126072.0
16126,,21-Feb-19,Signature,Fuel,F,233896.0
16127,"Batala, India",11-Mar-19,Silver,Food,F,319250.0
16128,"Malat Khand, India",26-Nov-19,Gold,Food,F,73865.0
16129,"Sardarshahar, India",17-Nov-19,Gold,Food,F,
16130,"Samastipur, India",13-Aug-20,Gold,Entertainment,F,5349.0
16131,"Sirohi, India",14-Dec-19,Platinum,,,62089.0
16132,"Chaibasa, India",30-Mar-20,,Bills,M,131041.0
16133,"Shahdol, India",16-Apr-20,Signature,Grocery,M,155537.0
16134,"Khair, India",20-Oct-19,Silver,Fuel,M,62017.0
16135,"Panaji, India",07-Feb-20,Gold,Food,F,168126.0
16136,"Gopalganj, Indta",03-Jan-19,Silver,Bills,M,138472.0
16137,"Namakkal, India",07-Nov-20,Signature,Bills,M,8840.0
16138,,13-Apr-19,,Grocery,M,203428.0
16139,"Dumka, India",14-Dec-19,Gold,Bills,F,107144.0
16140,"Dhoraji, India",24-Aug-19,Platinum,Food,F,160493.0
16141,"Sedam, India",22-Jan-20,Platinum,Food,F,286461.0
16142,"Vadalur, India",29-Nov-20,Silver,Bills,F,
16143,"Adilabad, India",25-May-20,Signature,Entertainment,M,181030.0
16144,"Purulia, India",16-Oct-19,Signature,Fuel,F,267279.0
16145,"Shahabad Hardoi, India",06-Oct-19,Signature,Entertainment,M,177150.0
16146,"Panveb, India",12-Sep-20,Platinum,Food,M,170787.0
16147,"Pandharkaoda, India",03-Apr-20,Gold,Fuel,M,194753.0
16148,"Tezwur, India",01-Nov-20,Signature,Bills,F,169340.0
16149,"Rajula, India",12-May-20,Silver,Food,F,148166.0
16150,"Nellikuppam, India",,Signature,Fuel,M,129000.0
16151,"Azamgarh, India",03-Mar-19,Silver,Entertainment,M,72071.0
16152,"Guwanati, India",09-Jan-19,Gold,Fuel,M,
16153,"Pilibhit, India",06-Jan-20,Gold,Bills,F,47566.0
16154,"Umarkhed, India",03-May-19,Gold,Fuel,M,157340.0
16155,"Sambalpur, Indda",19-Apr-19,Gold,Fuel,M,223188.0
16156,"Warora, India",03-Nov-20,,Entertainment,F,152938.0
16157,"Navi Mumbai, India",21-May-19,Signature,Grocery,M,285479.0
16158,"Jorhat, India",23-May-19,Gold,Food,M,105462.0
16159,"Byasanagar, India",24-Mar-20,Platinum,Food,,215684.0
16160,"Shadpura, India",22-Jan-20,Platinum,Bills,F,88039.0
16161,"Firozpur Cantt., India",20-Oct-19,Silver,Grocery,F,265021.0
16162,"Tenali, India",03-Jul-19,Gold,Bills,F,54488.0
16163,"Zamania, India",09-Feb-20,Silver,Bills,M,108785.0
16164,"Mahasamund, India",22-Feb-19,Gold,Grocery,M,265487.0
16165,"Phulabani, India",12-Apr-20,Gold,Fuel,F,57757.0
16166,"Nandurbar, India",24-Aug-20,Gold,Entertainment,M,218862.0
16167,"Pune, India",06-Oct-19,Signature,Fuel,F,180433.0
16168,"Sahaswan, India",16-Jul-20,Silver,,M,17762.0
16169,,11-Apr-19,Gold,Grocery,F,257854.0
16170,"Sirkali, India",04-Jan-20,Platinum,Bills,F,9673.0
16171,"Vijayapura, India",06-Nov-20,Signature,Grocery,M,251414.0
16172,"Nedumangad, India",10-Apr-19,Platinum,Entertainment,M,73664.0
16173,"Parli, India",31-Oct-20,Platinum,Bills,F,219043.0
16174,"Narsipatnam, India",03-Nov-20,,Entertainment,M,170135.0
16175,"Tiruvannamalai, India",13-May-19,Gold,Grocery,M,220290.0
16176,"Dharmanagar, India",28-Sep-20,Signature,Fuel,F,53043.0
16177,,01-Dec-19,Gold,Fuel,F,181341.0
16178,"Pudukkottai, India",18-Mar-19,Silver,Entertainment,M,185035.0
16179,"Pandharpur, India",16-Dec-20,Signature,Grocery,F,33591.0
16180,"Alipurduhr, India",18-Nov-19,Gold,Bills,F,202132.0
16181,"Sherkot, India",17-May-19,Silver,Grocery,M,298055.0
16182,"Vizianagaram, India",23-May-19,Gold,Food,M,19297.0
16183,"Arwal, India",12-Apr-19,Silver,Bills,M,76335.0
16184,"Modinagar, India",,Platinum,Entertainment,M,67000.0
16185,"Guwahati, India",07-Feb-20,Platinum,Bills,F,29360.0
16186,"Dibrugarh, India",30-Nov-20,Gold,Bills,M,171436.0
16187,"Arsikere, India",08-Dec-19,Platinum,Fuel,F,268083.0
16188,"Sohna, India",31-Dec-20,,Grocery,F,107017.0
16189,"Dhule, India",27-Aug-20,Signature,Fuel,M,84383.0
16190,"Jhansi, India",09-Oct-20,Gold,Food,F,243599.0
16191,"Guntakal, India",18-Mar-20,Platinum,Food,M,123939.0
16192,"Tasgaon, India",07-Feb-20,Gold,Grocery,M,34065.0
16193,"Nagaon, India",22-May-19,Platinum,Bills,F,250414.0
16194,"Parchkula, India",30-May-19,Silver,Fuel,M,291547.0
16195,"Sopore, India",03-Jul-20,Silver,Food,F,27648.0
16196,"Narayanpet, India",27-Jan-19,Signature,Entertainment,F,
16197,"Viramgam, India",07-Jun-19,Gold,Entertainment,F,245496.0
16198,"Afzalpur, India",25-May-19,Platinum,Grocery,F,171623.0
16199,"Vadodara, India",28-Apr-19,Silver,Grocery,F,228419.0
16200,"Akot, India",29-Nov-19,Gold,Entertainment,F,25404.0
16201,"Upleta, India",03-Nov-20,Gold,Grocery,F,237495.0
16202,"Pathanamthitta, India",09-Oct-20,Signature,Bills,F,184447.0
16203,"Yerraguntla, India",26-Dec-19,Signature,Grocery,M,265201.0
16204,"Bhubaneswar, India",07-Dec-20,Silver,Bills,M,7513.0
16205,"Kakinada, India",13-Dec-19,Platinum,Entertainment,M,60815.0
16206,"Bhilai Nagar, India",21-Apr-19,Gold,Fuel,M,243136.0
16207,,21-Nov-20,Silver,Grocery,F,319242.0
16208,"Greater Mumbai, India",12-Mar-20,Platinum,Food,M,254192.0
16209,"Saharsa, India",04-Apr-19,Silver,Food,M,205547.0
16210,"Porbandar, India",22-Jan-20,Gold,Bills,F,32501.0
16211,"Perambalur, India",15-Dec-20,Silver,Fuel,M,225958.0
16212,"Deoghar, undia",11-Feb-19,Silver,Bills,M,15550.0
16213,"Suratgarh, India",17-Apr-20,Gold,Food,M,43637.0
16214,"Nadiad, India",13-Oct-20,Silver,Food,M,131906.0
16215,"Eluru, India",06-Apr-20,Signature,Fuel,F,37163.0
16216,"Panaji, India",15-Dec-19,Signature,Bills,M,39873.0
16217,"Periyasemur, India",19-Aug-20,Gold,Food,M,106664.0
16218,"Sanand, India",17-Sep-20,,Entertainment,M,35498.0
16219,"Sikandrabad, India",28-Feb-19,Silver,Bills,M,47607.0
16220,"Rajpipla, India",15-Nov-20,Silver,Grocery,M,226952.0
16221,"Shikohabad, India",14-Feb-19,Gold,Fuel,,27996.0
16222,"Sibsagar, India",08-Oct-20,Signature,Grocery,F,44811.0
16223,"Sanand, India",26-Apr-20,Signature,Food,F,43279.0
16224,"Nagpur, India",14-Aug-20,Silver,Bills,F,48478.0
16225,"Seohara, India",05-Jun-20,Silver,Fuel,F,13843.0
16226,,11-Nov-20,Platinum,Fuel,F,45610.0
16227,"Merta City, India",05-Oct-20,Signature,Grocery,F,155833.0
16228,"Charkhi Dadri, India",25-Nov-20,Platinum,Fuel,M,13345.0
16229,"Pandhurna, India",17-Jan-20,Platinum,Fuel,F,94824.0
16230,"Araria, India",23-Jul-19,Signature,Grocery,F,33347.0
16231,"Jind, India",15-Jan-20,,Food,F,268085.0
16232,"Pathankot, sndia",28-Jan-20,Gold,Food,M,16935.0
16233,"Sandila, India",01-Feb-20,Signature,Entertainment,F,175303.0
16234,"Viramgam, India",26-Jan-19,Gold,Fuel,F,251377.0
16235,"Phalodi, India",21-Jan-20,Gold,Grocery,M,142762.0
16236,"Neem-Ka-Thana, India",21-Jan-19,Gold,Food,M,202690.0
16237,"Kancheepuraa, India",08-Oct-19,Gold,Grocery,M,120764.0
16238,"Fatehpur Sikri, India",23-May-20,Signature,Grocery,F,213697.0
16239,"Madhepura, India",13-Mar-19,Gold,Grocery,M,62799.0
16240,"Thanjavur, India",14-Mar-20,Silver,Grocery,M,237993.0
16241,"Valparag, India",16-Oct-20,Signature,Food,M,235315.0
16242,"Kancheepuram, India",06-Apr-19,Silver,Grocery,M,12349.0
16243,"Navi Mumbai, India",17-Feb-20,Silver,Entertainment,F,242921.0
16244,"Karaikal, India",21-Mar-19,Gold,Entertainment,F,
16245,"Nagaon, India",19-Nov-20,Gold,Food,F,9501.0
16246,Oraig India,06-Jun-20,Signature,Entertainment,M,266834.0
16247,,23-Dec-20,Signature,Entertainment,M,104604.0
16248,"Musabani, India",29-Oct-20,Gold,Fuel,F,206453.0
16249,"Maddur, India",22-Jan-19,Platinum,Fuel,M,1359.0
16250,"Sangareddy, India",28-Oct-20,,Bills,M,99186.0
16251,"Vadodara, India",05-Jul-19,Signature,Entertainment,F,154304.0
16252,"Jehanabad, India",05-Oct-19,Signature,Bills,F,160920.0
16253,,25-May-20,Signature,Fuel,F,92103.0
16254,"Kalyan-Dombivali, India",23-Feb-19,Signature,Food,F,59650.0
16255,"Srinagar, India",10-Dec-20,Platinum,,F,85301.0
